,Transport reactions,Eicosanoid metabolism,"Valine, leucine, and isoleucine metabolism",Propanoate metabolism,Fatty acid oxidation,Tyrosine metabolism,Ubiquinone synthesis,Bile acid biosynthesis,Drug metabolism,Starch and sucrose metabolism,Biotin metabolism,Blood group biosynthesis,Sphingolipid metabolism,Cholesterol metabolism,Glycerophospholipid metabolism,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,Oxidative phosphorylation,Fatty acid biosynthesis,N-glycan metabolism,Pyrimidine metabolism,Exchange/demand reactions,Miscellaneous,Heme synthesis,Glycolysis / Gluconeogenesis,Pentose phosphate pathway,O-glycan metabolism,Acylglycerides metabolism,Pool reactions,Acyl-CoA hydrolysis,Carnitine shuttle (cytosolic),Carnitine shuttle (mitochondrial),Fatty acid activation (cytosolic),Glycerolipid metabolism,"Glycine, serine and threonine metabolism",Inositol phosphate metabolism,Nicotinate and nicotinamide metabolism,Glycosphingolipid metabolism,Glycosphingolipid biosynthesis-globo series,Glycosphingolipid biosynthesis-ganglio series,Glycosphingolipid biosynthesis-lacto and neolacto series,Arachidonic acid metabolism,Ether lipid metabolism,Artificial reactions,Steroid metabolism,Leukotriene metabolism,Beta oxidation of poly-unsaturated fatty acids (mitochondrial),Prostaglandin biosynthesis,Butanoate metabolism,Cholesterol biosynthesis 1 (Bloch pathway) ,Cholesterol biosynthesis 2,Cholesterol biosynthesis 3 (Kandustch-Russell pathway),Pyruvate metabolism,Bile acid recycling,Androgen metabolism,Glucocorticoid biosynthesis,Estrogen metabolism,Vitamin D metabolism,Fatty acid biosynthesis (even-chain),Fatty acid elongation (even-chain),Fatty acid biosynthesis (odd-chain),Fatty acid elongation (odd-chain),Fatty acid desaturation (even-chain),Fatty acid desaturation (odd-chain),Fatty acid biosynthesis (unsaturated),Omega-6 fatty acid metabolism,Linoleate metabolism,Omega-3 fatty acid metabolism,Carnitine shuttle (endoplasmic reticular),Fatty acid activation (endoplasmic reticular),Carnitine shuttle (peroxisomal),Beta oxidation of even-chain fatty acids (peroxisomal),Beta oxidation of odd-chain fatty acids (peroxisomal),Beta oxidation of even-chain fatty acids (mitochondrial),Tryptophan metabolism,Beta oxidation of odd-chain fatty acids (mitochondrial),Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),Beta oxidation of phytanic acid (peroxisomal),Beta oxidation of branched-chain fatty acids (mitochondrial),Formation and hydrolysis of cholesterol esters,"Alanine, aspartate and glutamate metabolism",Arginine and proline metabolism,Sulfur metabolism,Glutathione metabolism,Pantothenate and CoA biosynthesis,Cysteine and methionine metabolism,Folate metabolism,Galactose metabolism,ROS detoxification,Nucleotide metabolism,Amino sugar and nucleotide sugar metabolism,Porphyrin metabolism,Purine metabolism,Vitamin B6 metabolism,Beta-alanine metabolism,Biopterin metabolism,Thiamine metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis",Lysine metabolism,Fructose and mannose metabolism,Histidine metabolism,Serotonin and melatonin biosynthesis,Pentose and glucuronate interconversions,Aminoacyl-tRNA biosynthesis,Protein assembly,Protein degradation,Nitrogen metabolism,Ascorbate and aldarate metabolism,Lipoic acid metabolism,Vitamin E metabolism,Riboflavin metabolism,Retinol metabolism,Terpenoid backbone biosynthesis,Metabolism of xenobiotics by cytochrome P450,Metabolism of other amino acids,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,Chondroitin / heparan sulfate biosynthesis,Heparan sulfate degradation,Keratan sulfate biosynthesis,Keratan sulfate degradation,Chondroitin sulfate degradation,Protein modification,Vitamin B12 metabolism,Isolated,C5-branched dibasic acid metabolism,Heme degradation,Vitamin A metabolism,Phenylalanine metabolism,CoA synthesis,Phosphatidylinositol phosphate metabolism,Urea cycle
359,HMR_0427,,,,r0791,,,,,,,,,,,,,,,,EX_pe14_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,HMR_0428,,,,r1251,,,,,,,,,,,,,,,,EX_pe15_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,HMR_0431,,,,r1252,,,,,,,,,,,,,,,,EX_pe161_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,HMR_0432,,,,r1253,,,,,,,,,,,,,,,,EX_pe17_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,HMR_0435,,,,r1259,,,,,,,,,,,,,,,,EX_pe203_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,HMR_0436,,,,r1447,,,,,,,,,,,,,,,,EX_pe226_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,HMR_0439,,,,r1448,,,,,,,,,,,,,,,,EX_pe2linl_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,HMR_0444,,,,r1449,,,,,,,,,,,,,,,,EX_pear_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,HMR_0446,,,,r1450,,,,,,,,,,,,,,,,EX_pedh203_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,HMR_0461,,,,r1451,,,,,,,,,,,,,,,,EX_pelinl_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,HMR_0476,,,,r1481,,,,,,,,,,,,,,,,EX_peole_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,HMR_0578,,,,,,,,,,,,,,,,,,,,EX_pepalm_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,HMR_0612,,,,,,,,,,,,,,,,,,,,EX_peste_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,HMR_0713,,,,,,,,,,,,,,,,,,,,EX_pheasnmet[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,HMR_0730,,,,,,,,,,,,,,,,,,,,EX_pheasp[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,HMR_0731,,,,,,,,,,,,,,,,,,,,EX_pheglnphe[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,HMR_0734,,,,,,,,,,,,,,,,,,,,EX_pheleu[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,HMR_0768,,,,,,,,,,,,,,,,,,,,EX_pheleuasp[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,HMR_0770,,,,,,,,,,,,,,,,,,,,EX_pheleuhis[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,HMR_0791,,,,,,,,,,,,,,,,,,,,EX_phelysala[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,HMR_0918,,,,,,,,,,,,,,,,,,,,EX_phelyspro[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,HMR_0929,,,,,,,,,,,,,,,,,,,,EX_phephe[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,HMR_0962,,,,,,,,,,,,,,,,,,,,EX_phepheasn[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,HMR_0984,,,,,,,,,,,,,,,,,,,,EX_phephethr[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,HMR_10023,,,,,,,,,,,,,,,,,,,,EX_pheproarg[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,HMR_10040,,,,,,,,,,,,,,,,,,,,EX_phesertrp[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,HMR_10049,,,,,,,,,,,,,,,,,,,,EX_phethrlys[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,HMR_10053,,,,,,,,,,,,,,,,,,,,EX_phetrpleu[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,HMR_10058,,,,,,,,,,,,,,,,,,,,EX_phetyr[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,HMR_10082,,,,,,,,,,,,,,,,,,,,EX_phetyrgln[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,HMR_10100,,,,,,,,,,,,,,,,,,,,EX_phetyrlys[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,HMR_10101,,,,,,,,,,,,,,,,,,,,EX_phpyr[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,HMR_10102,,,,,,,,,,,,,,,,,,,,EX_pmtcrn[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,HMR_10103,,,,,,,,,,,,,,,,,,,,EX_ppi[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,HMR_10109,,,,,,,,,,,,,,,,,,,,EX_ppp9[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,HMR_10110,,,,,,,,,,,,,,,,,,,,EX_proargasp[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,HMR_10117,,,,,,,,,,,,,,,,,,,,EX_proargcys[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,HMR_10118,,,,,,,,,,,,,,,,,,,,EX_proasncys[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,HMR_10119,,,,,,,,,,,,,,,,,,,,EX_procys[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,HMR_10120,,,,,,,,,,,,,,,,,,,,EX_proglnpro[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,HMR_10125,,,,,,,,,,,,,,,,,,,,EX_proglulys[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,HMR_10126,,,,,,,,,,,,,,,,,,,,EX_prohis[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,HMR_10127,,,,,,,,,,,,,,,,,,,,EX_prohistyr[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,HMR_1035,,,,,,,,,,,,,,,,,,,,EX_proleuarg[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,HMR_1082,,,,,,,,,,,,,,,,,,,,EX_prolyspro[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,HMR_1094,,,,,,,,,,,,,,,,,,,,EX_prophe[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,HMR_1104,,,,,,,,,,,,,,,,,,,,EX_proproarg[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,HMR_1242,,,,,,,,,,,,,,,,,,,,EX_propropro[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,HMR_1243,,,,,,,,,,,,,,,,,,,,EX_protrplys[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,HMR_1269,,,,,,,,,,,,,,,,,,,,EX_protrpthr[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,HMR_1286,,,,,,,,,,,,,,,,,,,,EX_provalgln[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,HMR_1392,,,,,,,,,,,,,,,,,,,,EX_prpp[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,HMR_1443,,,,,,,,,,,,,,,,,,,,EX_ps_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,HMR_1593,,,,,,,,,,,,,,,,,,,,EX_ptdca[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,HMR_1619,,,,,,,,,,,,,,,,,,,,EX_ptrc[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,HMR_1620,,,,,,,,,,,,,,,,,,,,EX_selmeth[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,HMR_1622,,,,,,,,,,,,,,,,,,,,EX_serargala[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,HMR_1630,,,,,,,,,,,,,,,,,,,,EX_serargtrp[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,HMR_1656,,,,,,,,,,,,,,,,,,,,EX_sercysarg[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,HMR_1665,,,,,,,,,,,,,,,,,,,,EX_serglyglu[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,HMR_1666,,,,,,,,,,,,,,,,,,,,EX_serlyshis[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,HMR_1672,,,,,,,,,,,,,,,,,,,,EX_serphelys[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,HMR_1694,,,,,,,,,,,,,,,,,,,,EX_sertrphis[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,HMR_1695,,,,,,,,,,,,,,,,,,,,EX_sphmyln180241_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,HMR_1696,,,,,,,,,,,,,,,,,,,,EX_sphmyln18114_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,HMR_1895,,,,,,,,,,,,,,,,,,,,EX_sphmyln18115_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,HMR_1897,,,,,,,,,,,,,,,,,,,,EX_sphmyln181161_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,HMR_1911,,,,,,,,,,,,,,,,,,,,EX_sphmyln18116_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,HMR_1914,,,,,,,,,,,,,,,,,,,,EX_sphmyln18117_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,HMR_1916,,,,,,,,,,,,,,,,,,,,EX_sphmyln181181_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,HMR_1917,,,,,,,,,,,,,,,,,,,,EX_sphmyln18118_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,HMR_1919,,,,,,,,,,,,,,,,,,,,EX_sphmyln181201_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,HMR_1936,,,,,,,,,,,,,,,,,,,,EX_sphmyln18120_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,HMR_1997,,,,,,,,,,,,,,,,,,,,EX_sphmyln18121_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,HMR_1998,,,,,,,,,,,,,,,,,,,,EX_sphmyln181221_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,HMR_2116,,,,,,,,,,,,,,,,,,,,EX_sphmyln18122_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,HMR_2141,,,,,,,,,,,,,,,,,,,,EX_sphmyln18123_hs[e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
