Gene stable ID,Transcript length (including UTRs and CDS)
ENSG00000143258,2315
ENSG00000073536,5286
ENSG00000145247,1109
ENSG00000109625,2163
ENSG00000109625,2538
ENSG00000157349,1717
ENSG00000157349,1692
ENSG00000105379,3551
ENSG00000127774,762
ENSG00000132879,3320
ENSG00000166333,1759
ENSG00000166333,2074
ENSG00000166797,826
ENSG00000130669,3025
ENSG00000130669,2739
ENSG00000130669,1715
ENSG00000130669,5735
ENSG00000112514,1199
ENSG00000226492,1054
ENSG00000112514,1199
ENSG00000226492,1054
ENSG00000020129,3433
ENSG00000112514,769
ENSG00000226492,870
ENSG00000020129,3677
ENSG00000100926,2055
ENSG00000285465,2055
ENSG00000075292,6821
ENSG00000000971,1658
ENSG00000082515,3035
ENSG00000142534,573
ENSG00000073350,1374
ENSG00000138640,3169
ENSG00000166170,4848
ENSG00000166170,1960
ENSG00000189366,805
ENSG00000124813,5487
ENSG00000103152,1036
ENSG00000108840,5326
ENSG00000103152,1039
ENSG00000114993,2221
ENSG00000114993,2220
ENSG00000156531,4430
ENSG00000105146,1287
ENSG00000105146,978
ENSG00000198682,3699
ENSG00000157514,1812
ENSG00000059769,2280
ENSG00000101146,2602
ENSG00000279247,1183
ENSG00000085231,1183
ENSG00000276463,1461
ENSG00000273841,1461
ENSG00000112306,503
ENSG00000110700,527
ENSG00000092871,7210
ENSG00000052802,1789
ENSG00000188811,3275
ENSG00000172845,3937
ENSG00000064607,6189
ENSG00000172765,5992
ENSG00000275111,3885
ENSG00000196878,4305
ENSG00000133067,3567
ENSG00000133067,2487
ENSG00000090316,2182
ENSG00000047932,4590
ENSG00000162607,3507
ENSG00000162607,3507
ENSG00000171320,3754
ENSG00000059573,3337
ENSG00000185220,2879
ENSG00000187860,3001
ENSG00000151136,4107
ENSG00000142082,1225
ENSG00000241484,1725
ENSG00000186654,1843
ENSG00000186654,1726
ENSG00000186654,1900
ENSG00000204397,695
ENSG00000111424,4616
ENSG00000111424,3925
ENSG00000168918,4902
ENSG00000281614,4902
ENSG00000008283,3151
ENSG00000008283,3007
ENSG00000166965,2689
ENSG00000163331,549
ENSG00000164010,3440
ENSG00000179476,2935
ENSG00000165156,5200
ENSG00000186132,1150
ENSG00000160124,720
ENSG00000135506,2135
ENSG00000135506,2457
ENSG00000135506,2091
ENSG00000122884,2844
ENSG00000080824,3510
ENSG00000161179,1309
ENSG00000140832,2214
ENSG00000183354,7669
ENSG00000182107,3969
ENSG00000072682,2313
ENSG00000143164,3186
ENSG00000157869,1690
ENSG00000160131,4717
ENSG00000161010,1004
ENSG00000283918,1004
ENSG00000174705,7779
ENSG00000242616,1201
ENSG00000189337,1295
ENSG00000115268,510
ENSG00000189337,3838
ENSG00000189337,3643
ENSG00000120896,2028
ENSG00000140416,977
ENSG00000140416,1217
ENSG00000140416,1717
ENSG00000140416,1670
ENSG00000140416,1564
ENSG00000131370,1880
ENSG00000185499,1032
ENSG00000185499,804
ENSG00000140416,933
ENSG00000214827,2184
ENSG00000197969,11145
ENSG00000197969,10086
ENSG00000112425,1278
ENSG00000100413,4468
ENSG00000100413,1330
ENSG00000123836,3494
ENSG00000157193,3322
ENSG00000185515,2496
ENSG00000147852,3240
ENSG00000183773,2309
ENSG00000142864,3482
ENSG00000142864,1621
ENSG00000142864,2103
ENSG00000172725,1931
ENSG00000170324,4819
ENSG00000151136,5746
ENSG00000100889,1830
ENSG00000285241,1830
ENSG00000113580,7286
ENSG00000113580,7286
ENSG00000113580,2594
ENSG00000113580,7286
ENSG00000136877,2278
ENSG00000129003,14578
ENSG00000128915,7206
ENSG00000137878,1846
ENSG00000137878,1516
ENSG00000263155,2398
ENSG00000255529,3629
ENSG00000180185,1964
ENSG00000140264,1537
ENSG00000087842,1274
ENSG00000128567,5986
ENSG00000187741,1641
ENSG00000181544,3017
ENSG00000144554,5102
ENSG00000011052,1021
ENSG00000243678,850
ENSG00000243678,866
ENSG00000243678,749
ENSG00000159593,1909
ENSG00000159593,1654
ENSG00000105854,1726
ENSG00000143575,914
ENSG00000134419,2203
ENSG00000105193,631
ENSG00000134644,4043
ENSG00000179820,3186
ENSG00000179820,3111
ENSG00000179820,1579
ENSG00000179820,3186
ENSG00000113580,3789
ENSG00000105372,2021
ENSG00000008988,626
ENSG00000197062,2835
ENSG00000186230,4207
ENSG00000204524,10169
ENSG00000215252,4335
ENSG00000173226,2577
ENSG00000173226,1919
ENSG00000114770,1923
ENSG00000171858,358
ENSG00000131979,1977
ENSG00000131979,1897
ENSG00000131979,1805
ENSG00000113580,3556
ENSG00000189171,514
ENSG00000189171,686
ENSG00000189171,579
ENSG00000189171,547
ENSG00000162458,1543
ENSG00000162458,1530
ENSG00000171723,4193
ENSG00000143761,1972
ENSG00000143761,2006
ENSG00000143761,2006
ENSG00000164929,2662
ENSG00000169490,3295
ENSG00000169490,3295
ENSG00000256269,1411
ENSG00000112096,990
ENSG00000112096,815
ENSG00000166343,2423
ENSG00000203724,600
ENSG00000197128,5419
ENSG00000099250,2213
ENSG00000099250,1988
ENSG00000124813,5540
ENSG00000127328,2840
ENSG00000127022,4915
ENSG00000283777,4915
ENSG00000089009,1074
ENSG00000147010,2678
ENSG00000205659,2776
ENSG00000254402,1762
ENSG00000204923,5699
ENSG00000116353,2416
ENSG00000103855,3295
ENSG00000105290,2370
ENSG00000110987,3722
ENSG00000131759,2285
ENSG00000100354,15958
ENSG00000085117,967
ENSG00000196517,3206
ENSG00000163513,4605
ENSG00000186448,2935
ENSG00000281709,2935
ENSG00000079385,3427
ENSG00000147996,1143
ENSG00000163682,750
ENSG00000090989,3592
ENSG00000112290,3122
ENSG00000112290,3075
ENSG00000112290,2675
ENSG00000141503,3939
ENSG00000275744,3219
ENSG00000133460,3219
ENSG00000275744,1555
ENSG00000133460,1555
ENSG00000162931,2064
ENSG00000285344,925
ENSG00000126522,2140
ENSG00000126522,1478
ENSG00000126522,1974
ENSG00000145817,2255
ENSG00000137942,5341
ENSG00000109929,2258
ENSG00000174744,1363
ENSG00000241553,942
ENSG00000241553,942
ENSG00000186468,3252
ENSG00000164587,2314
ENSG00000164587,2314
ENSG00000048740,8044
ENSG00000048740,6894
ENSG00000197971,2281
ENSG00000197971,2145
ENSG00000236149,3381
ENSG00000236342,3380
ENSG00000225989,3381
ENSG00000204574,3405
ENSG00000206490,3381
ENSG00000231129,3380
ENSG00000232169,3381
ENSG00000197971,2127
ENSG00000197971,4844
ENSG00000197971,2738
ENSG00000113712,5444
ENSG00000160710,6519
ENSG00000019582,1138
ENSG00000019582,3092
ENSG00000123146,3054
ENSG00000128656,1761
ENSG00000160201,940
ENSG00000160201,1019
ENSG00000161203,2091
ENSG00000214063,1426
ENSG00000214063,1430
ENSG00000214063,1430
ENSG00000214063,1462
ENSG00000214063,1025
ENSG00000214063,1332
ENSG00000184216,2049
ENSG00000184216,3319
ENSG00000135801,4062
ENSG00000128951,2141
ENSG00000128951,769
ENSG00000076554,2563
ENSG00000076554,2856
ENSG00000206418,2138
ENSG00000177119,5998
ENSG00000112715,1197
ENSG00000112715,3535
ENSG00000112715,1081
ENSG00000112715,2909
ENSG00000133805,3680
ENSG00000133805,2753
ENSG00000181019,2527
ENSG00000181019,1105
ENSG00000144451,1250
ENSG00000166579,1858
ENSG00000101935,3052
ENSG00000164144,1302
ENSG00000164144,3542
ENSG00000149187,2108
ENSG00000186517,4342
ENSG00000143390,3576
ENSG00000105643,2528
ENSG00000138639,4621
ENSG00000105053,1749
ENSG00000107362,2614
ENSG00000138326,634
ENSG00000118181,483
ENSG00000280831,483
ENSG00000197728,1140
ENSG00000136280,1881
ENSG00000179152,2178
ENSG00000179152,1998
ENSG00000113231,3276
ENSG00000113231,2572
ENSG00000113231,2677
ENSG00000113231,3426
ENSG00000188997,3389
ENSG00000156509,3260
ENSG00000185127,2667
ENSG00000186212,3993
ENSG00000126705,6438
ENSG00000224051,2154
ENSG00000196998,1598
ENSG00000066827,4686
ENSG00000185267,1390
ENSG00000170631,2616
ENSG00000166803,911
ENSG00000165792,1586
ENSG00000197841,5792
ENSG00000120519,3756
ENSG00000177954,352
ENSG00000213741,7062
ENSG00000141738,2093
ENSG00000006125,5700
ENSG00000166747,3593
ENSG00000134419,2203
ENSG00000006534,2078
ENSG00000198931,664
ENSG00000164744,1425
ENSG00000100852,9589
ENSG00000203805,3458
ENSG00000203727,6326
ENSG00000133794,2776
ENSG00000133794,2807
ENSG00000162772,1917
ENSG00000233927,1330
ENSG00000132746,2506
ENSG00000240230,4839
ENSG00000112200,5088
ENSG00000180257,2697
ENSG00000215883,1148
ENSG00000169228,1588
ENSG00000174099,4377
ENSG00000040531,2490
ENSG00000119917,2455
ENSG00000115875,2356
ENSG00000143514,4632
ENSG00000137055,4724
ENSG00000010803,3275
ENSG00000277564,1935
ENSG00000100320,1935
ENSG00000105223,1906
ENSG00000110844,3307
ENSG00000164125,4544
ENSG00000111696,7244
ENSG00000163832,1352
ENSG00000184719,2409
ENSG00000122550,5619
ENSG00000113719,2903
ENSG00000066651,1843
ENSG00000050393,5471
ENSG00000203485,7578
ENSG00000173559,11988
ENSG00000163703,1994
ENSG00000102796,1324
ENSG00000138780,2154
ENSG00000137343,1738
ENSG00000223752,1728
ENSG00000231257,1728
ENSG00000234549,1728
ENSG00000206488,1728
ENSG00000235658,1728
ENSG00000229061,1728
ENSG00000164031,5967
ENSG00000118197,2229
ENSG00000131943,895
ENSG00000037757,3178
ENSG00000083896,6232
ENSG00000275272,6232
ENSG00000129007,2520
ENSG00000267673,1012
ENSG00000168890,1553
ENSG00000102048,1613
ENSG00000185090,2327
ENSG00000272514,2207
ENSG00000143155,727
ENSG00000182541,2789
ENSG00000073350,3553
ENSG00000178573,6384
ENSG00000072210,3828
ENSG00000151292,4635
ENSG00000102893,3829
ENSG00000110090,2635
ENSG00000166401,1178
ENSG00000213741,295
ENSG00000136854,3754
ENSG00000278843,1092
ENSG00000271447,1092
ENSG00000173653,1270
ENSG00000137203,3829
ENSG00000003436,1088
ENSG00000155090,3659
ENSG00000120802,4242
ENSG00000120802,2374
ENSG00000120798,1822
ENSG00000244687,2110
ENSG00000102100,1739
ENSG00000134222,1742
ENSG00000103343,1557
ENSG00000010244,2124
ENSG00000102572,9361
ENSG00000173436,3723
ENSG00000166145,2456
ENSG00000167380,2605
ENSG00000167380,2565
ENSG00000167380,716
ENSG00000102103,1056
ENSG00000102103,1056
ENSG00000102103,1056
ENSG00000102103,965
ENSG00000139531,2319
ENSG00000139531,2306
ENSG00000205629,989
ENSG00000126945,2296
ENSG00000112414,6784
ENSG00000112414,6879
ENSG00000181191,2672
ENSG00000089127,1684
ENSG00000156256,3004
ENSG00000090686,2818
ENSG00000115919,1772
ENSG00000078699,7344
ENSG00000167325,3142
ENSG00000129197,1535
ENSG00000100225,1535
ENSG00000162694,2825
ENSG00000182087,2687
ENSG00000273749,5674
ENSG00000280618,1597
ENSG00000158234,1622
ENSG00000158234,1157
ENSG00000158234,946
ENSG00000135821,7554
ENSG00000163328,3930
ENSG00000178927,2073
ENSG00000168743,4598
ENSG00000120832,1784
ENSG00000091592,5116
ENSG00000135821,4065
ENSG00000151276,4389
ENSG00000116990,3522
ENSG00000116990,3256
ENSG00000182768,1340
ENSG00000120727,858
ENSG00000196220,8415
ENSG00000152700,6517
ENSG00000006042,1683
ENSG00000176102,1132
ENSG00000157954,1663
ENSG00000157954,1948
ENSG00000157954,1504
ENSG00000101138,4032
ENSG00000101138,4032
ENSG00000105393,1472
ENSG00000175662,5595
ENSG00000128487,3948
ENSG00000128487,2536
ENSG00000128487,8133
ENSG00000138032,3025
ENSG00000256061,1567
ENSG00000256061,1445
ENSG00000109118,4506
ENSG00000203778,2551
ENSG00000126858,2516
ENSG00000126858,3297
ENSG00000196704,1498
ENSG00000196704,1498
ENSG00000196704,1498
ENSG00000196704,1339
ENSG00000196704,1722
ENSG00000188542,1555
ENSG00000104205,4106
ENSG00000278259,1640
ENSG00000278372,1640
ENSG00000067606,2294
ENSG00000067606,2294
ENSG00000123130,1675
ENSG00000132938,7430
ENSG00000122507,3914
ENSG00000122507,4004
ENSG00000149743,968
ENSG00000111641,2701
ENSG00000164684,14386
ENSG00000112715,1146
ENSG00000100316,1296
ENSG00000152457,5960
ENSG00000152457,2463
ENSG00000152457,2761
ENSG00000072778,2191
ENSG00000151923,5072
ENSG00000221983,2848
ENSG00000171848,3258
ENSG00000178028,1552
ENSG00000178028,1545
ENSG00000089248,1333
ENSG00000115211,1644
ENSG00000123737,1529
ENSG00000145912,599
ENSG00000205730,7247
ENSG00000154153,3268
ENSG00000198732,3679
ENSG00000156313,4733
ENSG00000104413,3756
ENSG00000095637,3940
ENSG00000095637,3517
ENSG00000095637,2779
ENSG00000095637,2055
ENSG00000188846,7136
ENSG00000177576,1128
ENSG00000265681,669
ENSG00000205517,2542
ENSG00000152061,772
ENSG00000213523,2107
ENSG00000070010,1007
ENSG00000167106,4617
ENSG00000172809,1145
ENSG00000122958,2554
ENSG00000229117,676
ENSG00000163170,444
ENSG00000084693,2382
ENSG00000143252,1127
ENSG00000143252,460
ENSG00000143252,369
ENSG00000161249,600
ENSG00000115207,3882
ENSG00000136830,3760
ENSG00000198838,15591
ENSG00000105711,1666
ENSG00000131558,1604
ENSG00000157985,10889
ENSG00000170037,3769
ENSG00000184227,1686
ENSG00000178397,2220
ENSG00000122644,1147
ENSG00000164916,11194
ENSG00000123130,4318
ENSG00000155893,3302
ENSG00000162980,747
ENSG00000143502,1056
ENSG00000152904,2740
ENSG00000102981,1260
ENSG00000106263,3096
ENSG00000197580,2598
ENSG00000157654,4492
ENSG00000151500,835
ENSG00000151500,943
ENSG00000124214,3411
ENSG00000108448,1982
ENSG00000055163,6452
ENSG00000101557,1803
ENSG00000130589,8064
ENSG00000184588,3982
ENSG00000184588,4546
ENSG00000184588,3998
ENSG00000018189,4433
ENSG00000088986,814
ENSG00000088986,663
ENSG00000047634,2704
ENSG00000047634,2679
ENSG00000107537,1732
ENSG00000047634,2887
ENSG00000160216,5767
ENSG00000145284,3040
ENSG00000120725,1895
ENSG00000145741,1237
ENSG00000175193,1240
ENSG00000114942,880
ENSG00000283391,880
ENSG00000269713,4527
ENSG00000181163,1598
ENSG00000215018,4297
ENSG00000167566,4882
ENSG00000184110,3137
ENSG00000072506,916
ENSG00000135945,4686
ENSG00000150764,5826
ENSG00000157637,4491
ENSG00000111319,3149
ENSG00000274671,2153
ENSG00000152939,4423
ENSG00000141562,1766
ENSG00000158985,3485
ENSG00000197622,3181
ENSG00000101911,1348
ENSG00000214814,6051
ENSG00000105371,1176
ENSG00000101220,1302
ENSG00000100106,10085
ENSG00000241468,306
ENSG00000124120,6224
ENSG00000101901,2770
ENSG00000115380,2708
ENSG00000115380,3024
ENSG00000197119,2291
ENSG00000143882,3259
ENSG00000131100,994
ENSG00000131100,1208
ENSG00000101247,991
ENSG00000117410,944
ENSG00000100650,1638
ENSG00000171700,1510
ENSG00000072518,4728
ENSG00000103148,2784
ENSG00000119682,5417
ENSG00000139163,1083
ENSG00000177697,1486
ENSG00000115641,1478
ENSG00000219435,780
ENSG00000262634,2905
ENSG00000154839,2849
ENSG00000078018,2241
ENSG00000175066,9815
ENSG00000135924,1946
ENSG00000152056,3986
ENSG00000183762,6138
ENSG00000129657,2908
ENSG00000221978,1186
ENSG00000164114,7328
ENSG00000100151,2164
ENSG00000100151,2164
ENSG00000132768,1738
ENSG00000124486,12401
ENSG00000124486,12543
ENSG00000134330,2176
ENSG00000137504,4037
ENSG00000100462,2418
ENSG00000132950,1092
ENSG00000132950,1382
ENSG00000132749,1235
ENSG00000137496,1549
ENSG00000137496,1697
ENSG00000150455,2068
ENSG00000167645,964
ENSG00000167645,2769
ENSG00000167645,2769
ENSG00000140553,4001
ENSG00000168802,2921
ENSG00000162971,5123
ENSG00000164975,5680
ENSG00000271425,13030
ENSG00000105792,3902
ENSG00000165689,2391
ENSG00000165689,2129
ENSG00000078699,7449
ENSG00000158796,2329
ENSG00000158796,2300
ENSG00000164074,2177
ENSG00000214595,7853
ENSG00000188167,4310
ENSG00000176092,5245
ENSG00000070831,10503
ENSG00000156345,2175
ENSG00000204116,4158
ENSG00000204237,637
ENSG00000176244,3370
ENSG00000167468,924
ENSG00000167468,1002
ENSG00000090372,3628
ENSG00000181027,2801
ENSG00000167595,2149
ENSG00000126746,2514
ENSG00000102786,7041
ENSG00000102786,15428
ENSG00000050438,11764
ENSG00000188522,5226
ENSG00000130396,6812
ENSG00000113649,3633
ENSG00000175854,980
ENSG00000196937,2455
ENSG00000198053,4201
ENSG00000198053,3996
ENSG00000214087,1227
ENSG00000102882,1074
ENSG00000234545,2434
ENSG00000129226,1771
ENSG00000171916,1715
ENSG00000284021,1715
ENSG00000265190,1960
ENSG00000106330,1053
ENSG00000106330,1016
ENSG00000106330,1115
ENSG00000196542,3103
ENSG00000119684,7896
ENSG00000106459,3523
ENSG00000186635,5145
ENSG00000040487,2175
ENSG00000040487,1548
ENSG00000133627,1566
ENSG00000217555,628
ENSG00000168802,1073
ENSG00000166396,1976
ENSG00000166257,5665
ENSG00000242265,6618
ENSG00000139737,1461
ENSG00000164118,4298
ENSG00000113648,1881
ENSG00000130731,726
ENSG00000130731,544
ENSG00000130731,604
ENSG00000130731,558
ENSG00000080822,2010
ENSG00000080822,2170
ENSG00000080822,2010
ENSG00000196417,4572
ENSG00000177692,1354
ENSG00000262911,1354
ENSG00000177674,1100
ENSG00000177674,1067
ENSG00000177674,809
ENSG00000177674,786
ENSG00000080822,2010
ENSG00000080822,642
ENSG00000163291,9811
ENSG00000143409,2400
ENSG00000170390,4075
ENSG00000170390,3543
ENSG00000156521,3397
ENSG00000153157,2909
ENSG00000112149,2328
ENSG00000121274,8121
ENSG00000121274,8121
ENSG00000109184,4222
ENSG00000141956,4928
ENSG00000161265,765
ENSG00000063854,1257
ENSG00000042317,1891
ENSG00000183978,780
ENSG00000139131,2117
ENSG00000138834,4456
ENSG00000164221,2387
ENSG00000160062,7077
ENSG00000136147,1356
ENSG00000136147,1318
ENSG00000065802,6891
ENSG00000150712,5116
ENSG00000128923,9250
ENSG00000176783,2642
ENSG00000284260,2642
ENSG00000176783,2454
ENSG00000284260,2454
ENSG00000128923,4820
ENSG00000225697,2729
ENSG00000149577,4396
ENSG00000005486,1721
ENSG00000005486,1878
ENSG00000164307,4841
ENSG00000140598,3470
ENSG00000175606,617
ENSG00000140471,4755
ENSG00000162772,858
ENSG00000104490,3655
ENSG00000104490,2289
ENSG00000104490,3655
ENSG00000104490,3655
ENSG00000104490,2289
ENSG00000104490,3655
ENSG00000104490,3808
ENSG00000106617,2281
ENSG00000241258,1393
ENSG00000241258,492
ENSG00000143727,703
ENSG00000070476,2579
ENSG00000100483,795
ENSG00000243207,2385
ENSG00000157214,6612
ENSG00000157214,2261
ENSG00000126453,1371
ENSG00000149503,4114
ENSG00000151116,4207
ENSG00000156413,2847
ENSG00000164683,2296
ENSG00000196123,3386
ENSG00000173599,4305
ENSG00000104381,1228
ENSG00000164163,3887
ENSG00000160211,1661
ENSG00000125898,1807
ENSG00000083799,3513
ENSG00000160271,3801
ENSG00000116747,1857
ENSG00000116747,1898
ENSG00000184207,3164
ENSG00000182923,2056
ENSG00000182923,1835
ENSG00000138078,2315
ENSG00000138078,2308
ENSG00000154845,3925
ENSG00000173588,3130
ENSG00000182923,2028
ENSG00000138744,1300
ENSG00000143702,6805
ENSG00000276725,6804
ENSG00000143702,6727
ENSG00000276725,6457
ENSG00000163516,2540
ENSG00000083799,3536
ENSG00000121390,2013
ENSG00000204130,2657
ENSG00000141526,2086
ENSG00000141526,2074
ENSG00000109685,7560
ENSG00000137203,2035
ENSG00000115163,1299
ENSG00000122386,1947
ENSG00000119703,1509
ENSG00000188603,1876
ENSG00000115525,2236
ENSG00000153113,4506
ENSG00000134602,1186
ENSG00000134602,3017
ENSG00000140682,1805
ENSG00000168386,4219
ENSG00000181029,5508
ENSG00000181029,5508
ENSG00000177042,1094
ENSG00000197746,2748
ENSG00000197746,2748
ENSG00000115648,2332
ENSG00000129103,1683
ENSG00000129103,1287
ENSG00000073605,1500
ENSG00000100997,1960
ENSG00000107897,3848
ENSG00000111860,7373
ENSG00000153048,3026
ENSG00000046647,1682
ENSG00000046647,1119
ENSG00000139926,4768
ENSG00000176046,550
ENSG00000080845,3110
ENSG00000274675,1803
ENSG00000196712,12373
ENSG00000111850,2438
ENSG00000140199,4425
ENSG00000140199,4096
ENSG00000140199,3866
ENSG00000140199,4194
ENSG00000102100,3047
ENSG00000120963,959
ENSG00000139734,4745
ENSG00000187699,4035
ENSG00000187699,4035
ENSG00000187699,998
ENSG00000188766,4778
ENSG00000068120,2071
ENSG00000068120,1976
ENSG00000170854,5347
ENSG00000133612,2039
ENSG00000198689,4725
ENSG00000103495,2698
ENSG00000114503,1946
ENSG00000145451,3065
ENSG00000123472,1241
ENSG00000171055,2097
ENSG00000117697,790
ENSG00000136824,4266
ENSG00000136824,5928
ENSG00000203705,2527
ENSG00000203705,2321
ENSG00000166225,1952
ENSG00000110321,3346
ENSG00000173575,2232
ENSG00000167280,4603
ENSG00000140577,5209
ENSG00000125844,3792
ENSG00000169371,1420
ENSG00000169371,1420
ENSG00000137103,3441
ENSG00000137103,14670
ENSG00000128513,3950
ENSG00000142046,944
ENSG00000163728,4568
ENSG00000073614,10701
ENSG00000003249,2056
ENSG00000129484,1881
ENSG00000124104,1043
ENSG00000124104,1043
ENSG00000129460,1108
ENSG00000182606,5128
ENSG00000171680,3697
ENSG00000171680,4715
ENSG00000171680,4698
ENSG00000138639,2740
ENSG00000155366,1355
ENSG00000155366,1295
ENSG00000142599,8009
ENSG00000142599,4598
ENSG00000146414,7596
ENSG00000170298,1243
ENSG00000214941,2020
ENSG00000214941,2020
ENSG00000105793,1740
ENSG00000130202,2690
ENSG00000172819,1836
ENSG00000138802,3780
ENSG00000101972,5218
ENSG00000101972,6179
ENSG00000101972,4281
ENSG00000132436,3485
ENSG00000130595,1042
ENSG00000288250,1042
ENSG00000130595,1060
ENSG00000288250,1060
ENSG00000130595,1258
ENSG00000288250,1258
ENSG00000156030,7721
ENSG00000143549,2108
ENSG00000143549,1115
ENSG00000143549,1185
ENSG00000215183,677
ENSG00000112305,3214
ENSG00000155755,5399
ENSG00000130544,5759
ENSG00000130544,5736
ENSG00000185499,648
ENSG00000185499,516
ENSG00000185499,516
ENSG00000185499,635
ENSG00000151292,4047
ENSG00000108576,6335
ENSG00000188152,2851
ENSG00000064651,6874
ENSG00000145545,7035
ENSG00000173848,3989
ENSG00000154813,3052
ENSG00000123473,5009
ENSG00000132781,1888
ENSG00000132781,1744
ENSG00000132781,1776
ENSG00000132781,1692
ENSG00000204138,6048
ENSG00000180198,1577
ENSG00000180198,1577
ENSG00000180198,2715
ENSG00000110422,7345
ENSG00000276043,3898
ENSG00000121940,4803
ENSG00000205923,1374
ENSG00000142186,2583
ENSG00000244274,1118
ENSG00000244274,1202
ENSG00000244274,1078
ENSG00000244274,1207
ENSG00000244274,1078
ENSG00000244274,1207
